Exam Scores
79.06976744
86.04651163
89.53488372
81.39534884
90.69767442
66.27906977
93.02325581
83.72093023
93.02325581
82.55813953
93.02325581
77.90697674
88.37209302
67.44186047
100
84.88372093
72.09302326
70.93023256
100
86.04651163
90.69767442
88.37209302
95.34883721
79.06976744
80.23255814
89.53488372
84.88372093
88.37209302
86.04651163
61.62790698
95.34883721
87.20930233
79.06976744
89.53488372
62.79069767
86.04651163
69.76744186
79.06976744
67.44186047
82.55813953
67.44186047
90.69767442
82.55813953
84.88372093
86.04651163
80.23255814
81.39534884
77.90697674
70.93023256
81.39534884
68.60465116
79.06976744
67.44186047
82.55813953
90.69767442
77.90697674
88.37209302
89.53488372
83.72093023
81.39534884
61.62790698
88.37209302
86.04651163
89.53488372
84.88372093
82.55813953
87.20930233
76.74418605
81.39534884
81.39534884
86.04651163
81.39534884
96.51162791
93.02325581
88.37209302
86.04651163
86.04651163
88.37209302
88.37209302
83.72093023
48.8372093
88.37209302
91.86046512
88.37209302
73.25581395
83.72093023
